class,label
https://w3id.org/platoon/hasForecastOfWindSpeedProperty,"""has forecast of wind  speed  property""@en"
https://w3id.org/platoon/hasForecastOfZenithProperty,"""has forecast of zenith property""@en"
https://w3id.org/platoon/hasForecastSolarRadiationProperty,"""has forecast of solar radiation property""@en"
https://w3id.org/platoon/hasGlobalHorizontalIrradiance,"""has global horizontal irradiance""@en"
https://w3id.org/platoon/hasGlobalHorizontalIrradiancePercentile10,"""has global horizontal irradiance percentile ten""@en"
https://w3id.org/platoon/hasGlobalHorizontalIrradiancePercentile90,"""has global horizontal irradiance percentile ninety""@en"
https://w3id.org/platoon/hasHeatingAirTemperatureSetpoint,"""has heating air temperature setpoint""@en"
https://w3id.org/platoon/hasHeatingAirTemperatureSetpointForOccupied,"""has heating air temperature setpoint for occupied""@en"
https://w3id.org/platoon/hasHeatingAirTemperatureSetpointForStandBy,"""has heating air temperature setpoint for standBy""@en"
https://w3id.org/platoon/hasHeatingAirTemperatureSetpointForUnoccupied,"""has heating air temperature setpoint for unoccupied""@en"
https://w3id.org/platoon/hasHorizontalSolarRadiation,"""has horizontal solar radiation""@en"
https://w3id.org/platoon/hasIndoorAirTemperature,"""has indoor air temperature""@en"
https://w3id.org/platoon/hasIndoorHumidity,"""has indoor Humidity""@en"
https://w3id.org/platoon/hasIndoorRelativeHumidity,"""has relative indoor Humidity""@en"
https://w3id.org/platoon/hasInputAirTemperature,"""has input air temperature""@en"
https://w3id.org/platoon/hasMaximumOutdoorAirTemperature,"""has maximum Outdoor air temperature""@en"
https://w3id.org/platoon/hasMaximumWindDirection,"""has  wind direction maximum""@en"
https://w3id.org/platoon/hasMinimumOutdoorAirTemperature,"""has minimum Outdoor air temperature""@en"
https://w3id.org/platoon/hasMinimumWindDirection,"""has  wind direction minimum""@en"
https://w3id.org/platoon/hasMoonrise,"""has moonrise""@en"
https://w3id.org/platoon/hasMoonset,"""has moonset""@en"
https://w3id.org/platoon/hasNormalAirTemperature,"""has normal air temperature""@en"
https://w3id.org/platoon/hasOutdoorAirTemperature,"""has outdoor air temperature""@en"
https://w3id.org/platoon/hasOutdoorHumidity,"""has Outdoor Humidity""@en"
https://w3id.org/platoon/hasOutdoorRelativeHumidity,"""has outdoor relative humidity""@en"
https://w3id.org/platoon/hasOzone,"""has ozone""@en"
https://w3id.org/platoon/hasPrecipitation,"""has precipitation""@en"
https://w3id.org/platoon/hasRelativeHumidity,"""has relative humidity""@en"
https://w3id.org/platoon/hasReturnAirTemperature,"""has return air temperature""@en"
https://w3id.org/platoon/hasSeaLevelPressure,"""has sea level pressure""@en"
https://w3id.org/platoon/hasSnowDepth,"""has snow depth ""@en"
https://w3id.org/platoon/hasSnowFall,"""has snow fall""@en"
https://w3id.org/platoon/hasSolarElevationAngle,"""has solar elevation angle ""@en"
https://w3id.org/platoon/hasSolarHourAngle,"""has solar hour angle""@en"
https://w3id.org/platoon/hasSolarInsolation,"""has solar insolation""@en"
https://w3id.org/platoon/hasSolarRadiation,"""has solar radiation""@en"
https://w3id.org/platoon/hasStandardDeviationOutdoorAirTemperature,"""has standard deviation Outdoor air temperature""@en"
https://w3id.org/platoon/hasStandardDeviationWindDirection,"""has  wind direction std""@en"
https://w3id.org/platoon/hasSunrise,"""has sunrise ""@en"
https://w3id.org/platoon/hasSunset,"""has sunset ""@en"
https://w3id.org/platoon/hasSupplyAirTemperature,"""has supply air temperature""@en"
https://w3id.org/platoon/hasTargetAirTemperature,"""has target air temperature""@en"
https://w3id.org/platoon/hasTiltSolarRadiation,"""has tilt solar radiation""@en"
https://w3id.org/platoon/hasTotalSolarRadiation,"""has total solar radiation""@en"
https://w3id.org/platoon/hasUltravioletIndex,"""has ultraviolet index ""@en"
https://w3id.org/platoon/hasVisibility,"""has visibility ""@en"
https://w3id.org/platoon/hasWindGustSpeed,"""has wind gust speed ""@en"
https://w3id.org/platoon/hasZenith,"""has zenith""@en"
